Supplier,Brand Family,Segment,Sub-Segments,Package,Cases   1/1/2025 - 7/31/2025,Cases   1/1/2026 - 7/31/2026,Cases Unit Difference,Cases Percentage Difference,$Vol   1/1/2025 - 7/31/2025,$Vol   1/1/2026 - 7/31/2026,$Vol Unit Difference,$Vol Percentage Difference
New Belgium Brewing Company,Lightstrike,FMB,FMB,6/4/16.9oz,246.00,1.00,-245.00,-99.6%,"$10,829.24",$44.00,"($10,785.24)",-99.6%
New Belgium Brewing Company,Lightstrike,RTD,RTD,1/15/19.2 oz,,19.00,19.00,0.0%,,$523.70,$523.70,0.0%
New Belgium Brewing Company,Kirin Ichiban,Beer,Beer - Import,4/6/12oz NR,562.00,878.00,316.00,56.2%,"$18,035.73","$28,414.20","$10,378.47",57.5%
New Belgium Brewing Company,New Belgium Brewing Company,Beer,Beer - Craft,15.5 Gal Keg,130.00,127.00,-3.00,-2.3%,"$26,754.00","$25,980.00",($774.00),-2.9%
New Belgium Brewing Company,Kirin Ichiban,Beer,Beer - Import,15.5 Gal Keg,16.00,14.00,-2.00,-12.5%,"$2,540.00","$2,200.00",($340.00),-13.4%
New Belgium Brewing Company,Fat Tire Family,Beer,Beer - Craft,4/6/12oz Can,1232.00,977.00,-255.00,-20.7%,"$44,508.00","$35,281.20","($9,226.80)",-20.7%
New Belgium Brewing Company,Fat Tire Family,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),242.00,194.00,-48.00,-19.8%,"$24,517.00","$19,687.00","($4,830.00)",-19.7%
New Belgium Brewing Company,Voodoo Hardcharged,Beer,Beer - Craft,2/12/12oz Can,826.00,196.00,-630.00,-76.3%,"$24,137.69","$5,711.50","($18,426.19)",-76.3%
New Belgium Brewing Company,Voodoo Family,Beer,Beer - Craft,3/8/7.5oz Can,522.00,160.00,-362.00,-69.3%,"$13,625.45","$4,176.50","($9,448.95)",-69.3%
New Belgium Brewing Company,New Belgium Brewing Company,Beer,Beer - Craft,4/6/12oz NR,,-2.00,-2.00,0.0%,,($98.00),($98.00),0.0%
New Belgium Brewing Company,Kirin Ichiban,Beer,Beer - Import,1/4 BBL Keg (7.75 Gal),3.00,,-3.00,-100.0%,$333.00,,($333.00),-100.0%
New Belgium Brewing Company,Kirin Ichiban,Beer,Beer - Import,1/24/12oz Can,486.00,1688.00,1202.00,247.3%,"$10,255.00","$35,720.40","$25,465.40",248.3%
New Belgium Brewing Company,New Belgium Brewing Company,Beer,Beer - Craft,1/12/24oz Can,9.00,7.00,-2.00,-22.2%,$243.00,$190.50,($52.50),-21.6%
New Belgium Brewing Company,Voodoo Hardcharged,Beer,Beer - Craft,1/12/24oz Can,672.00,433.00,-239.00,-35.6%,"$18,160.00","$11,703.00","($6,457.00)",-35.6%
New Belgium Brewing Company,Voodoo Family,Beer,Beer - Craft,4/6/12oz Can,7663.00,7805.00,142.00,1.9%,"$289,817.28","$295,552.94","$5,735.66",2.0%
New Belgium Brewing Company,Voodoo Family,Beer,Beer - Craft,2/12/12oz Can,6095.00,7228.00,1133.00,18.6%,"$199,347.74","$237,000.88","$37,653.14",18.9%
New Belgium Brewing Company,Fat Tire Family,Beer,Beer - Craft,2/12/12oz Can,978.00,872.00,-106.00,-10.8%,"$30,293.50","$24,644.00","($5,649.50)",-18.6%
Newburgh Brewing,Newburgh,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),42.00,23.00,-19.00,-45.2%,"$5,139.00","$2,955.00","($2,184.00)",-42.5%
Newburgh Brewing,Newburgh,Beer,Beer - Craft,5.2 Gal Keg,2.00,,-2.00,-100.0%,$270.00,,($270.00),-100.0%
Newburgh Brewing,Newburgh,Beer,Beer - Craft,6/4/16oz Can,262.00,208.00,-54.00,-20.6%,"$15,708.00","$13,094.00","($2,614.00)",-16.6%
Newburgh Brewing,Newburgh,Beer,Beer - Craft,15.5 Gal Keg,55.00,41.00,-14.00,-25.5%,"$12,535.00","$9,925.00","($2,610.00)",-20.8%
Noca Beverages,Noca,FMB,FMB,1/12/24oz Can,,286.00,286.00,0.0%,,"$8,538.00","$8,538.00",0.0%
Noca Beverages,Noca,FMB,FMB,2/12/12oz Can,,1721.00,1721.00,0.0%,,"$48,561.75","$48,561.75",0.0%
Oceano,Oceano,Wine,Wine - White,1/12/750ml Btl,6.00,23.00,17.00,283.3%,$756.00,"$1,500.00",$744.00,98.4%
OVO Vodka LLC,OVO Vodka,Spirits,Spirits - Vodka,3/750ML Btl,3.00,,-3.00,-100.0%,$216.75,,($216.75),-100.0%
OVO Vodka LLC,OVO Vodka,Spirits,Spirits - Vodka,1/12/750 mL (BO),110.00,87.08,-22.92,-20.8%,"$26,534.00","$21,095.08","($5,438.92)",-20.5%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,1/12/24oz Can,8835.00,-2.00,-8837.00,-100.0%,"$119,316.07",($27.00),"($119,343.07)",-100.0%
Pabst Brewing Company,St Ides,Beer,Beer - Economy,15/25oz Can,611.00,2499.00,1888.00,309.0%,"$11,986.05","$41,674.40","$29,688.35",247.7%
Pabst Brewing Company,Colt 45,Beer,Beer - Economy,2/15/12oz Can,326.00,3023.50,2697.50,827.5%,"$5,179.15","$48,085.07","$42,905.92",828.4%
Pabst Brewing Company,Old Milwaukee,Beer,Beer - Economy,15/25oz Can,,1872.00,1872.00,0.0%,,"$25,868.75","$25,868.75",0.0%
Pabst Brewing Company,Small Town,FMB,FMB,4/6/12oz NR,1057.00,975.00,-82.00,-7.8%,"$32,463.50","$29,932.50","($2,531.00)",-7.8%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,2/12/12oz Can,15721.00,16194.00,473.00,3.0%,"$275,419.90","$283,732.47","$8,312.57",3.0%
Pabst Brewing Company,Jack Daniels Country Cocktails,FMB,FMB,2/12/10oz NR,800.00,891.00,91.00,11.4%,"$22,375.30","$24,959.76","$2,584.46",11.6%
Pabst Brewing Company,Jack Daniels Country Cocktails,FMB,FMB,12/23.5oz Can,529.00,539.00,10.00,1.9%,"$13,312.00","$14,016.44",$704.44,5.3%
Pabst Brewing Company,Ballantine Ale,Beer,Beer - Economy,4/6/12oz NR,492.00,,-492.00,-100.0%,"$9,296.44",,"($9,296.44)",-100.0%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,18/12oz Can,6853.00,6615.00,-238.00,-3.5%,"$97,474.60","$94,140.00","($3,334.60)",-3.4%
Pabst Brewing Company,Schlitz Malt,Beer,Beer - Economy,15/25oz Can,415.00,2315.00,1900.00,457.8%,"$5,723.50","$31,981.55","$26,258.05",458.8%
Pabst Brewing Company,Colt 45,Beer,Beer - Economy,4/6/12oz Can,3895.00,,-3895.00,-100.0%,"$49,686.35",,"($49,686.35)",-100.0%
Pabst Brewing Company,Colt 45,Beer,Beer - Economy,1/12/24oz Can,10690.00,-3.00,-10693.00,-100.0%,"$139,525.94",($39.00),"($139,564.94)",-100.0%
Pabst Brewing Company,Old Milwaukee,Beer,Beer - Economy,4/6/16oz Can,4146.00,4022.00,-124.00,-3.0%,"$62,381.96","$60,467.81","($1,914.15)",-3.1%
Pabst Brewing Company,New Holland Brewing Co,Beer,Beer - Craft,6/4/12oz NR,546.00,582.00,36.00,6.6%,"$44,996.00","$47,960.00","$2,964.00",6.6%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,4/6/12oz NR,1539.00,1218.00,-321.00,-20.9%,"$30,671.90","$24,291.95","($6,379.95)",-20.8%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,30/12oz Can,29768.00,25280.00,-4488.00,-15.1%,"$573,261.03","$498,794.11","($74,466.92)",-13.0%
Pabst Brewing Company,Schlitz Malt,Beer,Beer - Economy,4/6/16oz Can,948.00,1084.00,136.00,14.3%,"$13,755.30","$15,776.71","$2,021.41",14.7%
Pabst Brewing Company,Pabst Light,Beer,Beer - Economy,15/25oz Can,16.00,-1.00,-17.00,-106.3%,$251.00,($15.15),($266.15),-106.0%
Pabst Brewing Company,St Ides,Beer,Beer - Economy,12/40oz NR,222.00,105.00,-117.00,-52.7%,"$4,832.70","$2,297.65","($2,535.05)",-52.5%
Pabst Brewing Company,Jack Daniels Country Cocktails,FMB,FMB,4/6/10oz NR,6564.00,6355.00,-209.00,-3.2%,"$170,973.77","$165,062.19","($5,911.58)",-3.5%
Pabst Brewing Company,Jack Daniels Country Cocktails,FMB,FMB,2/12/12oz Can,853.00,717.00,-136.00,-15.9%,"$23,932.28","$20,109.32","($3,822.96)",-16.0%
Pabst Brewing Company,St Ides,Beer,Beer - Economy,1/12/24oz Can,3507.00,-2.00,-3509.00,-100.1%,"$45,780.65",($26.00),"($45,806.65)",-100.1%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,15.5 Gal Keg,1082.00,741.00,-341.00,-31.5%,"$103,261.68","$71,448.50","($31,813.18)",-30.8%
Pabst Brewing Company,Ballantine Ale,Beer,Beer - Economy,12/40oz NR,-4.00,,4.00,-100.0%,($87.00),,$87.00,-100.0%
Pabst Brewing Company,Schlitz Malt,Beer,Beer - Economy,1/12/24oz Can,3763.00,0.00,-3763.00,-100.0%,"$42,959.50",$0.00,"($42,959.50)",-100.0%
Pabst Brewing Company,New Holland Brewing Co,Beer,Beer - Craft,12/22oz NR,,3.00,3.00,0.0%,,"$1,260.00","$1,260.00",0.0%
Pabst Brewing Company,New Holland Brewing Co,Beer,Beer - Craft,15.5 Gal Keg,11.00,9.00,-2.00,-18.2%,"$3,589.00","$2,925.00",($664.00),-18.5%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,4/6/16oz Can,7799.00,7531.00,-268.00,-3.4%,"$141,499.96","$136,609.12","($4,890.84)",-3.5%
Pabst Brewing Company,Country Club,Beer,Beer - Economy,4/6/16oz Can,1425.00,679.00,-746.00,-52.4%,"$20,052.20","$9,535.80","($10,516.40)",-52.4%
Pabst Brewing Company,EL Jimador,FMB,FMB,2/12/12oz Can,80.00,0.00,-80.00,-100.0%,"$2,405.20",$0.00,"($2,405.20)",-100.0%
Pabst Brewing Company,St Ides,Beer,Beer - Economy,4/6/16oz Can,4112.00,3154.00,-958.00,-23.3%,"$68,860.24","$52,839.44","($16,020.80)",-23.3%
Pabst Brewing Company,Old Milwaukee,Beer,Beer - Economy,1/12/24oz Can,2959.00,-8.00,-2967.00,-100.3%,"$32,603.43",($88.00),"($32,691.43)",-100.3%
Pabst Brewing Company,Pabst Light,Beer,Beer - Economy,4/6/16oz Can,302.00,750.00,448.00,148.3%,"$5,469.00","$13,316.14","$7,847.14",143.5%
Pabst Brewing Company,EL Jimador,FMB,FMB,12/23.5oz Can,369.00,-1.00,-370.00,-100.3%,"$8,265.92",($22.41),"($8,288.33)",-100.3%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Non-Alc,2/12/12oz Can,,91.00,91.00,0.0%,,"$1,603.00","$1,603.00",0.0%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,4/6/12oz Can,,592.00,592.00,0.0%,,"$10,708.50","$10,708.50",0.0%
Pabst Brewing Company,Schaefer,Beer,Beer - Economy,30/12oz Can,2052.00,2576.00,524.00,25.5%,"$35,042.00","$43,975.00","$8,933.00",25.5%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,15/25oz Can,1246.00,8013.00,6767.00,543.1%,"$19,110.10","$123,457.15","$104,347.05",546.0%
Pabst Brewing Company,Colt 45,Beer,Beer - Economy,12/40oz NR,41.00,471.00,430.00,1048.8%,$968.30,"$11,330.20","$10,361.90",1070.1%
Pabst Brewing Company,Pabst Blue Ribbon,Beer,Beer - Economy,2/12/12oz NR,635.00,448.00,-187.00,-29.4%,"$12,017.85","$8,498.30","($3,519.55)",-29.3%
Pabst Brewing Company,Pabst Light,Beer,Beer - Economy,30/12oz Can,770.00,2251.00,1481.00,192.3%,"$14,530.25","$43,910.66","$29,380.41",202.2%
Pabst Brewing Company,Lone Star,Beer,Beer - Import,4/6/12oz NR,532.00,758.00,226.00,42.5%,"$10,045.25","$14,319.30","$4,274.05",42.5%
Pabst Brewing Company,Colt 45,Beer,Beer - Economy,15/25oz Can,701.00,7548.00,6847.00,976.7%,"$13,762.05","$125,643.35","$111,881.30",813.0%
Pabst Brewing Company,Pabst Light,Beer,Beer - Economy,2/12/12oz Can,534.00,1118.00,584.00,109.4%,"$9,353.23","$19,548.73","$10,195.50",109.0%
Pabst Brewing Company,Colt 45,Beer,Beer - Economy,6/4/16oz Can,1671.00,1661.00,-10.00,-0.6%,"$29,750.59","$29,585.01",($165.58),-0.6%
Pampa Beverages,Quilmes,Beer,Beer - Import,4/6/12oz NR,849.00,1552.00,703.00,82.8%,"$25,150.23","$46,275.53","$21,125.30",84.0%
Paradisse Spirits LLC,Paradisse,Spirits,Spirits - Other,1/6/750 mL (BO),,12.50,12.50,0.0%,,"$1,781.50","$1,781.50",0.0%
Park Street Imports,Plaid Duck,FMB,FMB,1/24/12.00 oz,83.00,120.00,37.00,44.6%,"$5,186.00","$7,509.00","$2,323.00",44.8%
Passion Tree Co,Pop Sips,FMB,FMB,3/8/7.5oz Can,,170.00,170.00,0.0%,,"$6,420.00","$6,420.00",0.0%
Passion Tree Co,Pop Sips,FMB,FMB,6/4/7.5 oz,,76.00,76.00,0.0%,,"$3,174.00","$3,174.00",0.0%
Paulaner,Tsingtao,Beer,Beer - Import,1/12/24oz Can,15.00,76.00,61.00,406.7%,$424.00,"$2,142.00","$1,718.00",405.2%
Paulaner,Fuller's,Beer,Beer - Import,6/4/11.2oz NR,89.00,,-89.00,-100.0%,"$3,958.00",,"($3,958.00)",-100.0%
Paulaner,Paulaner,Beer,Beer - Import,4/6/11.2oz NR,2185.00,2064.00,-121.00,-5.5%,"$75,096.00","$73,835.80","($1,260.20)",-1.7%
Paulaner,Tsingtao,Beer,Beer - Import,4/6/12oz NR,1415.00,1357.00,-58.00,-4.1%,"$51,249.23","$48,950.00","($2,299.23)",-4.5%
Paulaner,Hacker-Pschorr,Beer,Beer - Import,50 Liter Keg (13.2 Gal),43.00,25.00,-18.00,-41.9%,"$8,420.00","$4,990.00","($3,430.00)",-40.7%
Paulaner,Paulaner,Beer,Beer - Import,2/12/11.2oz NR,231.00,324.00,93.00,40.3%,"$7,230.75","$10,791.00","$3,560.25",49.2%
Paulaner,Paulaner,Beer,Beer - Import,6/4/16.9oz Can,814.00,810.00,-4.00,-0.5%,"$34,283.50","$36,545.50","$2,262.00",6.6%
Paulaner,Paulaner,Beer,Beer - Import,2/5 Liter Keg,18.00,27.00,9.00,50.0%,$756.00,"$1,188.00",$432.00,57.1%
Paulaner,Paulaner,Beer,Beer - Import,1/10/16.9oz Can,,48.00,48.00,0.0%,,$863.52,$863.52,0.0%
Paulaner,Tsingtao,Beer,Beer - Import,6/4/16.9oz Can,42.00,83.00,41.00,97.6%,"$1,911.00","$3,779.50","$1,868.50",97.8%
Paulaner,Tsingtao,Beer,Beer - Non-Alc,4/6/11.2oz NR,15.00,53.00,38.00,253.3%,$606.00,"$2,088.50","$1,482.50",244.6%
Paulaner,Paulaner,Beer,Beer - Import,50 Liter Keg (13.2 Gal),59.00,77.00,18.00,30.5%,"$11,745.00","$15,455.00","$3,710.00",31.6%
Paulaner,Tsingtao,Beer,Beer - Import,24/12oz NR,711.00,813.00,102.00,14.3%,"$20,400.00","$23,589.00","$3,189.00",15.6%
Paulaner,Hacker-Pschorr,Beer,Beer - Import,2/12/11.2oz NR,10.00,10.00,0.00,0.0%,$312.50,$332.50,$20.00,6.4%
Paulaner,Paulaner,Beer,Beer - Import,12/19.2oz Can,90.00,,-90.00,-100.0%,"$2,524.00",,"($2,524.00)",-100.0%
Paulaner,Hacker-Pschorr,Beer,Beer - Import,4/6/11.2oz NR,536.00,591.00,55.00,10.3%,"$18,416.25","$20,874.45","$2,458.20",13.3%
Phusion Projects,Mamita's,FMB,FMB,6/4/12oz Can,75.00,7.00,-68.00,-90.7%,"$1,991.00",$328.00,"($1,663.00)",-83.5%
Phusion Projects,Four Loko,FMB,FMB,1/12/23.50 oz,515.00,294.00,-221.00,-42.9%,"$12,569.00","$7,583.00","($4,986.00)",-39.7%
Phusion Projects,Mamita's,FMB,FMB,3/8/12oz Can,177.00,141.00,-36.00,-20.3%,"$7,875.00","$5,595.00","($2,280.00)",-29.0%
Phusion Projects,Four Loko,FMB,FMB,12/23.5oz Can,10913.00,8800.00,-2113.00,-19.4%,"$258,752.00","$218,321.00","($40,431.00)",-15.6%
Phusion Projects,Mamita's,Seltzer,Seltzer,6/4/12oz Can,106.00,,-106.00,-100.0%,"$2,885.00",,"($2,885.00)",-100.0%
Phusion Projects,Earthquake,Beer,Beer - Economy,1/12/24oz Can,1049.00,758.00,-291.00,-27.7%,"$14,669.50","$11,713.00","($2,956.50)",-20.2%
Phusion Projects,Mamita's,Seltzer,Seltzer,3/8/12oz Can,572.00,265.00,-307.00,-53.7%,"$24,829.00","$10,544.00","($14,285.00)",-57.5%
Pio Imports,Bloom Bubbles,Wine,Wine - Other,1/12/750ml Btl,,41.00,41.00,0.0%,,"$4,371.00","$4,371.00",0.0%
Point Brewing,Whole Hog,Beer,Beer - Craft,1/4 BBL Keg (7.75 Gal),-4.00,-2.00,2.00,-50.0%,($436.00),($216.00),$220.00,-50.5%
Point Brewing,Whole Hog,Beer,Beer - Craft,4/6/12oz NR,-29.00,-55.00,-26.00,89.7%,"($1,003.00)","($1,895.00)",($892.00),88.9%
Power Distribution LLC,Belize Breeze,THC,THC,6/4/12oz Can,,8.00,8.00,0.0%,,$874.00,$874.00,0.0%
Prestige,Greek Spirits,Spirits,Spirits - Other,6/750ml Btl,,2.00,2.00,0.0%,,$204.00,$204.00,0.0%
Prestige,Greek Wines,Wine,Wine - Red,1/12/750ml Btl,41.00,33.00,-8.00,-19.5%,"$6,654.00","$6,962.00",$308.00,4.6%
Prestige,Greek Wines,Wine,Wine - Other,1/12/750ml Btl,,2.00,2.00,0.0%,,$195.00,$195.00,0.0%
Prestige,Greek Spirits,Spirits,Spirits - Other,1/12/750ml Btl,5.00,5.00,0.00,0.0%,$750.00,"$1,002.00",$252.00,33.6%
Prestige,Greek Wines,Wine,Wine - Rose,1/12/750ml Btl,,3.00,3.00,0.0%,,$357.00,$357.00,0.0%
Prestige,Mythos,Beer,Beer - Import,4/6/11.2oz NR,1440.00,1657.00,217.00,15.1%,"$56,290.00","$75,815.00","$19,525.00",34.7%
Prestige,Fix Hellas,Beer,Beer - Import,24/11.2oz NR,84.00,38.00,-46.00,-54.8%,"$3,278.00","$1,769.00","($1,509.00)",-46.0%
Prestige,Greek Wines,Wine,Wine - White,1/12/750ml Btl,44.00,62.00,18.00,40.9%,"$6,216.00","$12,227.00","$6,011.00",96.7%
Prestige Beverage Group,Le Grand Noir,Wine,Wine - Rose,1/12/750ml Btl,,6.00,6.00,0.0%,,$568.00,$568.00,0.0%
Prestige Beverage Group,Overstone,Wine,Wine - Red,1/12/750ml Btl,,1.00,1.00,0.0%,,$104.00,$104.00,0.0%
Prestige Beverage Group,2XO,Spirits,Spirits - Whiskey,1/6/750 mL (BO),,38.83,38.83,0.0%,,"$7,867.50","$7,867.50",0.0%
Prestige Beverage Group,Le Grand Noir,Wine,Wine - Red,1/12/750ml Btl,,16.00,16.00,0.0%,,"$1,504.00","$1,504.00",0.0%
Prestige Beverage Group,Gionelli,Wine,Wine - White,1/6/1.5 L Btl,,1.00,1.00,0.0%,,$48.00,$48.00,0.0%
Pride & Clarke,Pride & Clarke,Spirits,Spirits - Vodka,48/200ml Btl,2357.00,2182.00,-175.00,-7.4%,"$173,642.75","$160,908.25","($12,734.50)",-7.3%
Pride & Clarke,Pride & Clarke,Spirits,Spirits - Vodka,1/12/750ml Btl,779.00,312.00,-467.00,-59.9%,"$50,474.60","$20,198.40","($30,276.20)",-60.0%
Pride & Clarke,Pride & Clarke,Spirits,Spirits - Vodka,6/1.75 Liter Btl,913.00,777.00,-136.00,-14.9%,"$63,493.50","$54,044.00","($9,449.50)",-14.9%
Pride & Clarke,Pride & Clarke,Spirits,Spirits - Vodka,24/375ml Btl,3577.00,1342.00,-2235.00,-62.5%,"$238,878.00","$89,576.00","($149,302.00)",-62.5%
Pride & Clarke,Pride & Clarke,Spirits,Spirits - Vodka,12/1 Liter Btl,335.00,391.00,56.00,16.7%,"$26,800.00","$31,280.00","$4,480.00",16.7%
Primos Imports LLC,Rompe Corazon,Spirits,Spirits - Tequila,750ML,1.00,,-1.00,-100.0%,$215.00,,($215.00),-100.0%
Primos Imports LLC,Guaname Rompope,Spirits,Spirits - Vodka,1/12/1 LTR,,-1.00,-1.00,0.0%,,($145.00),($145.00),0.0%
Primos Imports LLC,Charro,Beer,Beer - Import,4/6/12oz NR,2.00,3.00,1.00,50.0%,$106.70,$160.05,$53.35,50.0%
Primos Imports LLC,Monte Xanic,Wine,Wine - Red,750ML,4.00,,-4.00,-100.0%,$752.00,,($752.00),-100.0%
Primos Imports LLC,Monte Xanic,Wine,Wine - White,750ML,6.00,3.00,-3.00,-50.0%,"$1,050.00",$543.00,($507.00),-48.3%
Primos Imports LLC,Monte Xanic,Wine,Wine - Rose,750ML,,1.00,1.00,0.0%,,$173.00,$173.00,0.0%
Primos Imports LLC,Monte Xanic,Wine,Wine - Red,1/12/750ml Btl,,5.00,5.00,0.0%,,"$1,080.00","$1,080.00",0.0%
Radeberger USA,Dab,Beer,Beer - Import,6/4/16.9oz Can,5265.00,4911.00,-354.00,-6.7%,"$129,198.10","$128,772.60",($425.50),-0.3%
Radeberger USA,Dab,Beer,Beer - Import,50 Liter Keg (13.2 Gal),101.00,137.00,36.00,35.6%,"$16,510.00","$22,020.00","$5,510.00",33.4%
Radeberger USA,Radeberger,Beer,Beer - Import,50 Liter Keg (13.2 Gal),106.00,153.00,47.00,44.3%,"$19,550.00","$28,715.00","$9,165.00",46.9%
Radeberger USA,Clausthaler,Beer,Beer - Non-Alc,4/6/11.2oz NR,1479.00,1292.00,-187.00,-12.6%,"$47,270.00","$42,148.50","($5,121.50)",-10.8%
Radeberger USA,Clausthaler,Beer,Beer - Non-Alc,4/6/12oz Can,167.00,179.00,12.00,7.2%,"$5,333.00","$5,815.50",$482.50,9.0%
Radeberger USA,Schofferhofer,Beer,Beer - Import,50 Liter Keg (13.2 Gal),110.00,146.00,36.00,32.7%,"$19,740.00","$27,510.00","$7,770.00",39.4%
Radeberger USA,Schofferhofer,Beer,Beer - Import,2/12/11.2oz Can,1207.00,1152.00,-55.00,-4.6%,"$33,481.10","$32,862.00",($619.10),-1.8%
Radeberger USA,Schofferhofer,Beer,Beer - Import,6/4/16.9oz Can,999.00,981.00,-18.00,-1.8%,"$39,435.00","$39,712.00",$277.00,0.7%
Radeberger USA,Schofferhofer,Beer,Beer - Import,4/6/11.2oz NR,2924.00,2823.00,-101.00,-3.5%,"$103,613.50","$102,468.55","($1,144.95)",-1.1%
Radeberger USA,Radeberger,Beer,Beer - Import,4/6/16.9oz Can,1819.00,1654.00,-165.00,-9.1%,"$56,193.20","$54,691.20","($1,502.00)",-2.7%
Radeberger USA,Schofferhofer,Beer,Beer - Import,6/4/16oz Can,38.00,0.00,-38.00,-100.0%,"$1,503.00",$0.00,"($1,503.00)",-100.0%
Radeberger USA,Radeberger,Beer,Beer - Import,4/6/11.2oz NR,390.00,446.00,56.00,14.4%,"$13,216.25","$15,444.50","$2,228.25",16.9%
Radeberger USA,Dab,Beer,Beer - Import,2/12/11.2oz NR,1872.00,1949.00,77.00,4.1%,"$42,436.50","$49,148.00","$6,711.50",15.8%
Radix Labs,Find Wunder,THC,THC,6/4/12oz Can,188.00,,-188.00,-100.0%,"$16,989.45",,"($16,989.45)",-100.0%
Red Bull,Red Bull,Non-Alc,Non-Alc - Energy,24/8.4oz Can,6083.00,4948.00,-1135.00,-18.7%,"$225,777.90","$190,162.65","($35,615.25)",-15.8%
River Horse Brewing Co,The Garden State Experience,FMB,FMB,4/6/12oz Can,6.00,,-6.00,-100.0%,$30.00,,($30.00),-100.0%
River Horse Brewing Co,River Horse Brewing Co,Beer,Beer - Craft,15.5 Gal Keg,8.00,,-8.00,-100.0%,"$1,725.00",,"($1,725.00)",-100.0%
River Horse Brewing Co,River Horse Brewing Co,Beer,Beer - Craft,5.2 Gal Keg,45.00,,-45.00,-100.0%,"$5,215.00",,"($5,215.00)",-100.0%
River Horse Brewing Co,River Horse Brewing Co,Beer,Beer - Craft,4/6/12oz Can,38.00,,-38.00,-100.0%,"$1,530.00",,"($1,530.00)",-100.0%
River Horse Brewing Co,River Horse Brewing Co,Beer,Beer - Craft,4/6/12oz NR,677.00,-5.00,-682.00,-100.7%,"$29,479.73",($228.00),"($29,707.73)",-100.8%
Riviera Imports,Ecaana,Wine,Wine - White,1/12/750ml Btl,,2.00,2.00,0.0%,,$130.00,$130.00,0.0%
Riviera Imports,Ecaana,Wine,Wine - White,6/1.5 Liter Btl,,12.00,12.00,0.0%,,$648.00,$648.00,0.0%
Sapporo,Sapporo,Beer,Beer - Non-Alc,4/6/12oz Can,,772.00,772.00,0.0%,,"$23,318.00","$23,318.00",0.0%
Sapporo,Sapporo,Beer,Beer - Import,4/6/12oz NR,7929.00,8869.00,940.00,11.9%,"$241,709.02","$270,783.81","$29,074.79",12.0%
Sapporo,Sapporo,Beer,Beer - Import,1/24/12oz Can,7503.00,11146.00,3643.00,48.6%,"$151,575.00","$237,952.20","$86,377.20",57.0%
Sapporo,Sapporo,Beer,Beer - Import,15.5 Gal Keg,353.00,327.00,-26.00,-7.4%,"$56,877.00","$52,281.00","($4,596.00)",-8.1%
Sapporo,Sapporo,Beer,Beer - Import,4/6/12oz Can,951.00,1024.00,73.00,7.7%,"$28,196.00","$30,260.00","$2,064.00",7.3%
Sapporo,Sapporo,Beer,Beer - Import,12/22oz Can,13401.00,15569.00,2168.00,16.2%,"$399,729.50","$468,995.25","$69,265.75",17.3%
Sapporo,Sapporo,Beer,Beer - Import,1/6 BBL Keg (5.2 Gal),319.00,425.00,106.00,33.2%,"$28,780.11","$38,480.74","$9,700.63",33.7%
Sapporo,Sapporo,Beer,Beer - Import,2/12/12oz Can,14191.00,16192.00,2001.00,14.1%,"$334,703.90","$383,702.86","$48,998.96",14.6%
Saratoga,Saratoga,Non-Alc,Non-Alc - Water,12/28oz Btl,2430.00,3924.00,1494.00,61.5%,"$47,943.00","$80,575.00","$32,632.00",68.1%
Saratoga,Saratoga,Non-Alc,Non-Alc - Water,24/12oz Btl,782.00,822.00,40.00,5.1%,"$16,000.00","$17,662.00","$1,662.00",10.4%
Savorian INC,Stoney River,Wine,Wine - White,1/12/750ml Btl,,3.00,3.00,0.0%,,$300.00,$300.00,0.0%
Savorian INC,Castellani Etichetta Gialla,Wine,Wine - Red,1/12/750ml Btl,,22.00,22.00,0.0%,,"$1,760.00","$1,760.00",0.0%
Savorian INC,Les Domaniales Rose D' Anjou Loire,Wine,Wine - Rose,1/12/750ml Btl,,6.00,6.00,0.0%,,$510.00,$510.00,0.0%
SAZERAC INC,Fresca Mixed,RTD,RTD,3/8/12oz Can,364.00,259.00,-105.00,-28.8%,"$16,888.00","$11,986.00","($4,902.00)",-29.0%
SAZERAC INC,Fresca Hard Sparkling,Seltzer,Seltzer,2/12/12oz Can,,63.00,63.00,0.0%,,"$1,644.30","$1,644.30",0.0%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,3/8/8.4oz Can,,503.00,503.00,0.0%,,"$13,793.53","$13,793.53",0.0%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,15.5 Gal Keg,466.00,459.00,-7.00,-1.5%,"$101,307.00","$99,733.00","($1,574.00)",-1.6%
