Brand Family,Supplier,Package,City,County,Sales Rep Assigned,Case Equiv 1/1/2025 - 7/31/2025,Case Equiv 1/1/2026 - 7/31/2026,Case Equiv ±,Case Equiv % ±
Yuengling Lager,DG Yuengling Inc,24/12oz NR,Mt Arlington,Morris,Brian Sengebush,78.00,102.00,24.00,30.77%
White Claw,Mark Anthony,4/6/12oz Can,Paramus,Bergen,Nick Melissari,121.00,102.00, (19.00),(15.70%)
Twisted Tea,Boston Beer Company,2/12/12oz Can,Lyndhurst,Bergen,Phil Ernst,96.00,102.00,6.00,6.25%
Sun Cruiser,Boston Beer Company,6/4/12oz Can,Northvale,Bergen,Shane Barreca,107.00,102.00, (5.00),(4.67%)
Sun Cruiser,Boston Beer Company,6/4/12oz Can,Budd Lake,Morris,Klejdi Lamo,45.00,102.00,57.00,126.67%
Sun Cruiser,Boston Beer Company,3/8/12oz Can,Montville,Morris,Klejdi Lamo,45.00,102.00,57.00,126.67%
Steel Reserve,MolsonCoors Beverage Company,1/12/24oz Can,New Milford,Bergen,Dave Ehlers,61.00,102.00,41.00,67.21%
Samuel Adams,Boston Beer Company,4/6/12oz NR,Ridgewood,Bergen,Mike Ast,112.00,102.00, (10.00),(8.93%)
Pacifico,Constellation Brands,2/12/12oz NR,Totowa,Passaic,Dave Ehlers,93.00,102.00,9.00,9.68%
Pabst Blue Ribbon,Pabst Brewing Company,2/12/12oz Can,Northvale,Bergen,Shane Barreca,70.00,102.00,32.00,45.71%
Modelo Negra,Constellation Brands,4/6/12oz NR,Clifton,Passaic,Chris Payton,112.00,102.00, (10.00),(8.93%)
Modelo Especial,Constellation Brands,4/6/12oz NR,Hasbrouck Heights,Bergen,Chris Payton,122.00,102.00, (20.00),(16.39%)
Modelo Especial,Constellation Brands,4/6/12oz NR,Bogota,Bergen,Chris Payton,93.00,102.00,9.00,9.68%
Modelo Especial,Constellation Brands,24/12oz NR,Wharton,Morris,Brian Sengebush,100.00,102.00,2.00,2.00%
Modelo Chelada,Constellation Brands,2/12/12oz Can,Boonton,Morris,Klejdi Lamo,85.00,102.00,17.00,20.00%
Lite,MolsonCoors Beverage Company,4/6/12oz NR,Hawthorne,Passaic,Mike Ast,147.00,102.00, (45.00),(30.61%)
Lite,MolsonCoors Beverage Company,18/16oz Btl,Franklin,Sussex,Jayson Romine,98.00,102.00,4.00,4.08%
Leinenkugel,MolsonCoors Beverage Company,2/12/12oz Can,Glen Rock,Bergen,Phil Ernst,118.00,102.00, (16.00),(13.56%)
Lagunitas,Lagunitas Brewing Co,2/12/12oz NR,Dumont,Bergen,Shane Barreca,90.00,102.00,12.00,13.33%
Heineken USA,Heineken USA,4/6/12oz NR,Carlstadt,Bergen,Matt Powierski,193.00,102.00, (91.00),(47.15%)
Corona Light,Constellation Brands,4/6/12oz NR,Pompton Lakes,Passaic,Anthony Palmisano,56.00,102.00,46.00,82.14%
Corona Extra,Constellation Brands,4/6/12oz NR,Washington Twsp,Bergen,Shane Barreca,71.00,102.00,31.00,43.66%
Corona Extra,Constellation Brands,2/12/12oz Can,Wallington,Bergen,Matt Powierski,62.00,102.00,40.00,64.52%
Corona Extra,Constellation Brands,1/24/12oz Can,Hewitt,Passaic,Anthony Palmisano,110.00,102.00, (8.00),(7.27%)
Coors Light,MolsonCoors Beverage Company,1/12/24oz Can,Ridgewood,Bergen,Mike Ast,145.00,102.00, (43.00),(29.66%)
Coors,MolsonCoors Beverage Company,2/12/12oz NR,Vernon,Sussex,Jayson Romine,122.00,102.00, (20.00),(16.39%)
Coors,MolsonCoors Beverage Company,1/12/24oz Can,Lincoln Park,Morris,Michael Harboy,12.00,102.00,90.00,750.00%
Coors,MolsonCoors Beverage Company,1/12/24oz Can,Bogota,Bergen,Chris Payton,169.00,102.00, (67.00),(39.65%)
Angry Orchard,Boston Beer Company,4/6/12oz NR,Lake Hopatcong,Morris,Brian Sengebush,91.00,102.00,11.00,12.09%
Peroni,MolsonCoors Beverage Company,2/12/11.2oz NR,East Rutherford,Bergen,Matt Powierski,67.25,101.81,34.56,51.39%
Mike's Hard Lemonade,Mark Anthony,4/6/11.2oz NR,Glen Rock,Bergen,Phil Ernst,128.90,101.81, (27.09),(21.01%)
Voodoo Family,New Belgium Brewing Company,1/6 BBL Keg (5.2 Gal),Wayne,Passaic,Allison Scott,55.50,101.75,46.25,83.33%
Samuel Adams,Boston Beer Company,1/6 BBL Keg (5.2 Gal),Clifton,Passaic,Allison Scott,99.44,101.75,2.31,2.33%
Fosters,MolsonCoors Beverage Company,12/25.4oz Can,Ridgefield Park,Bergen,Chris Payton,103.78,101.67, (2.12),(2.04%)
Fosters,MolsonCoors Beverage Company,12/25.4oz Can,Fair Lawn,Bergen,Phil Ernst,94.25,101.67,7.41,7.87%
Old English,MolsonCoors Beverage Company,12/40oz NR,Haledon,Passaic,Mike Ast,168.33,101.67, (66.67),(39.60%)
Coors,MolsonCoors Beverage Company,15/16oz Btl,Augusta,Sussex,Default,68.33,101.67,33.33,48.78%
White Claw,Mark Anthony,12/19.2oz Can,Montvale,Bergen,Shane Barreca,85.60,101.60,16.00,18.69%
Old Milwaukee,Pabst Brewing Company,15/25oz Can,West Orange,Essex,Michael Harboy,0.00,101.56,101.56,100.00%
Colt 45,Pabst Brewing Company,15/25oz Can,Roselle,Union,Alex Rodriguez,9.11,101.56,92.45,"1,014.29%"
Yuengling Lager,DG Yuengling Inc,4/6/16oz Can,Hopatcong,Sussex,Jayson Romine,53.33,101.33,48.00,90.00%
Pabst Blue Ribbon,Pabst Brewing Company,4/6/16oz Can,Englewood,Bergen,Dave Ehlers,117.33,101.33, (16.00),(13.64%)
Old Milwaukee,Pabst Brewing Company,4/6/16oz Can,West Orange,Essex,Michael Harboy,109.33,101.33, (8.00),(7.32%)
Modelo Especial,Constellation Brands,6/4/16oz Can,Hawthorne,Passaic,Mike Ast,34.67,101.33,66.67,192.31%
Modelo Especial,Constellation Brands,12/32oz NR,East Rutherford,Bergen,Matt Powierski,50.67,101.33,50.67,100.00%
Modelo Especial,Constellation Brands,12/32oz NR,Boonton,Morris,Klejdi Lamo,72.00,101.33,29.33,40.74%
Yuengling Lager,DG Yuengling Inc,15/24oz Can,Ridgewood,Bergen,Mike Ast,85.00,101.25,16.25,19.12%
Modelo Especial,Constellation Brands,18/12oz Can,Stanhope,Sussex,Klejdi Lamo,63.00,101.25,38.25,60.71%
Modelo Especial,Constellation Brands,18/12oz Can,Dover,Morris,Klejdi Lamo,93.75,101.25,7.50,8.00%
Corona Extra,Constellation Brands,18/12oz NR,Landing,Morris,Jayson Romine,78.75,101.25,22.50,28.57%
Coors Light,MolsonCoors Beverage Company,18/12oz Can,Wayne,Passaic,Michael Harboy,82.50,101.25,18.75,22.73%
Coors Light,MolsonCoors Beverage Company,18/12oz Can,Montville,Morris,Klejdi Lamo,78.00,101.25,23.25,29.81%
Coors,MolsonCoors Beverage Company,30/12oz Can,Paterson,Passaic,Phil Ernst,112.50,101.25, (11.25),(10.00%)
Yuengling Lager,DG Yuengling Inc,4/6/12oz NR,Hamburg,Sussex,Anthony Palmisano,109.00,101.00, (8.00),(7.34%)
White Claw,Mark Anthony,4/6/12oz Can,Fair Lawn,Bergen,Phil Ernst,138.00,101.00, (37.00),(26.81%)
Victoria,Constellation Brands,2/12/12oz NR,Englewood,Bergen,Dave Ehlers,78.00,101.00,23.00,29.49%
Twisted Tea,Boston Beer Company,1/12/24oz Can,Hillsdale,Bergen,Shane Barreca,66.00,101.00,35.00,53.03%
Twisted Tea,Boston Beer Company,1/12/24oz Can,Bogota,Bergen,Phil Ernst,76.00,101.00,25.00,32.89%
Truly,Boston Beer Company,2/12/12oz Can,Clifton,Passaic,Derrick Laws,89.00,101.00,12.00,13.48%
Sun Cruiser,Boston Beer Company,2/12/12oz Can,East Rutherford,Bergen,Nick Melissari,0.00,101.00,101.00,100.00%
Stone Brewing,Stone Brewing,2/12/12oz Can,Dumont,Bergen,Shane Barreca,113.00,101.00, (12.00),(10.62%)
Sierra Nevada,Sierra Nevada Brewing Company,4/6/12oz NR,Paramus,Bergen,Phil Ernst,82.00,101.00,19.00,23.17%
Sierra Nevada,Sierra Nevada Brewing Company,4/6/12oz Can,West Milford,Passaic,Anthony Palmisano,72.00,101.00,29.00,40.28%
Samuel Adams,Boston Beer Company,2/12/12oz Can,Rockaway,Morris,Klejdi Lamo,64.00,101.00,37.00,57.81%
Samuel Adams,Boston Beer Company,2/12/12oz Can,Butler,Morris,Anthony Palmisano,133.00,101.00, (32.00),(24.06%)
Pabst Blue Ribbon,Pabst Brewing Company,2/12/12oz Can,Rahway,Union,Andrew Lundy,109.00,101.00, (8.00),(7.34%)
Pabst Blue Ribbon,Pabst Brewing Company,2/12/12oz Can,Bayonne,Hudson,Alisa Acciardi,82.00,101.00,19.00,23.17%
Montauk,Montauk Brewing Co,2/12/12oz Can,Wyckoff,Bergen,Mike Ast,108.00,101.00, (7.00),(6.48%)
Monkey Family,Victory Brewing Company,1/15/19.2oz Can,Hoboken,Hudson,Jaime Colonna,102.00,101.00, (1.00),(0.98%)
Modelo Especial,Constellation Brands,1/12/24oz Can,Ridgefield Park,Bergen,Phil Ernst,82.00,101.00,19.00,23.17%
Modelo Chelada,Constellation Brands,2/12/12oz Can,Glen Rock,Bergen,Phil Ernst,0.00,101.00,101.00,100.00%
Miller High Life,MolsonCoors Beverage Company,4/6/12oz NR,Butler,Morris,Anthony Palmisano,95.00,101.00,6.00,6.32%
Miller High Life,MolsonCoors Beverage Company,4/6/12oz NR,Bergenfield,Bergen,Dave Ehlers,109.00,101.00, (8.00),(7.34%)
Miller High Life,MolsonCoors Beverage Company,2/12/12oz Can,North Haledon,Passaic,Mike Ast,75.00,101.00,26.00,34.67%
Lite,MolsonCoors Beverage Company,4/6/12oz NR,Pompton Lakes,Passaic,Anthony Palmisano,87.00,101.00,14.00,16.09%
Lite,MolsonCoors Beverage Company,4/6/12oz NR,Paterson,Passaic,Derrick Laws,153.00,101.00, (52.00),(33.99%)
Lite,MolsonCoors Beverage Company,2/12/12oz NR,Waldwick,Bergen,Mike Ast,97.00,101.00,4.00,4.12%
Lite,MolsonCoors Beverage Company,2/12/12oz NR,Paramus,Bergen,Phil Ernst,130.00,101.00, (29.00),(22.31%)
Lite,MolsonCoors Beverage Company,2/12/12oz NR,Hackensack,Bergen,Dave Ehlers,108.00,101.00, (7.00),(6.48%)
Lite,MolsonCoors Beverage Company,18/16oz Btl,Totowa,Passaic,Dave Ehlers,95.00,101.00,6.00,6.32%
Lite,MolsonCoors Beverage Company,1/12/24oz Can,Fairview,Bergen,Dan Lagala,246.00,101.00, (145.00),(58.94%)
Lite,MolsonCoors Beverage Company,1/12/24oz Can,Fair Lawn,Bergen,Phil Ernst,36.00,101.00,65.00,180.56%
Heineken USA,Heineken USA,1/12/24oz Can,Fair Lawn,Bergen,Mike Ast,29.00,101.00,72.00,248.28%
Heineken USA,Heineken USA,1/12/24oz Can,Allendale,Bergen,Mike Ast,113.00,101.00, (12.00),(10.62%)
Heineken Silver,Heineken USA,2/12/12oz NR,Paterson,Passaic,Phil Ernst,79.00,101.00,22.00,27.85%
Flying Dog Brewing Co,FX Matt,4/6/12oz NR,Linden,Union,Andrew Lundy,111.00,101.00, (10.00),(9.01%)
Famosa,Famosa,1/12/24oz Can,East Orange,Essex,Hakan Sadik,351.00,101.00, (250.00),(71.23%)
Dogfish Head Beer,Boston Beer Company,4/6/12oz NR,Paramus,Bergen,Phil Ernst,125.00,101.00, (24.00),(19.20%)
Doc's,Warwick Valley,4/6/12oz Can,Hoboken,Hudson,Jaime Colonna,98.00,101.00,3.00,3.06%
Delta,Delta Beverage LLC,6/4/12oz Can,Waldwick,Bergen,Mike Ast,50.00,101.00,51.00,102.00%
Corona Premier,Constellation Brands,1/24/12oz Can,River Edge,Bergen,Dave Ehlers,70.00,101.00,31.00,44.29%
Corona NA,Constellation Brands,4/6/12oz NR,Closter,Bergen,Shane Barreca,54.00,101.00,47.00,87.04%
Corona Extra,Constellation Brands,4/6/12oz NR,Westwood,Bergen,Paul Mclaughlin,113.00,101.00, (12.00),(10.62%)
Corona Extra,Constellation Brands,4/6/12oz NR,Rockleigh,Bergen,Paul Mclaughlin,73.00,101.00,28.00,38.36%
Corona Extra,Constellation Brands,24/12oz NR,Hopatcong,Sussex,Klejdi Lamo,112.00,101.00, (11.00),(9.82%)
Corona Extra,Constellation Brands,2/12/12oz NR,West Paterson,Passaic,Pablo Lopez,100.00,101.00,1.00,1.00%
Corona Extra,Constellation Brands,1/12/24oz Can,Bloomingdale,Passaic,Anthony Palmisano,86.00,101.00,15.00,17.44%
Coors Light,MolsonCoors Beverage Company,24/12oz NR,Ridgefield Park,Bergen,Robin Feldman,112.00,101.00, (11.00),(9.82%)
Coors Light,MolsonCoors Beverage Company,2/12/12oz Can,Ridgefield Park,Bergen,Chris Payton,123.00,101.00, (22.00),(17.89%)
Coors Light,MolsonCoors Beverage Company,2/12/12oz Can,Fort Lee,Bergen,Phil Ernst,134.00,101.00, (33.00),(24.63%)
Coors Light,MolsonCoors Beverage Company,2/12/12oz Can,Branchville,Sussex,Jayson Romine,95.00,101.00,6.00,6.32%
Coors Light,MolsonCoors Beverage Company,18/16oz Can,Clifton,Passaic,Jim Heaney,42.00,101.00,59.00,140.48%
Coors Light,MolsonCoors Beverage Company,1/12/24oz Can,Sussex,Sussex,Jayson Romine,64.00,101.00,37.00,57.81%
Cayman Jack,Mark Anthony,1/24/12oz Can,Clifton,Passaic,Chris Payton,0.00,101.00,101.00,100.00%
Blue Moon,MolsonCoors Beverage Company,4/6/12oz NR,Wayne,Passaic,Michael Harboy,105.00,101.00, (4.00),(3.81%)
Corona Extra,Constellation Brands,4/6/7oz NR,Palisades Park,Bergen,Dan Lagala,102.67,100.92, (1.75),(1.70%)
Peroni,MolsonCoors Beverage Company,4/6/11.2oz NR,Elmwood Park,Bergen,Matt Powierski,91.53,100.88,9.34,10.20%
Mike's Hard Lemonade,Mark Anthony,2/12/11.2oz NR,Paterson,Passaic,Pablo Lopez,18.68,100.88,82.19,440.00%
Hofbrau Usa,Hofbrauhaus USA,4/6/11.2oz NR,Clifton,Passaic,Chris Payton,19.61,100.88,81.26,414.29%
White Claw,Mark Anthony,12/19.2oz Can,Fair Lawn,Bergen,Mike Ast,95.20,100.80,5.60,5.88%
Dragon Stout,US Beverage,4/6/9.6oz NR,Hackensack,Bergen,Dave Ehlers,149.34,100.62, (48.72),(32.62%)
Pilsner Urquell,MolsonCoors Beverage Company,6/4/16.9oz Can,Ramsey,Bergen,Shane Barreca,91.63,100.09,8.46,9.23%
Yuengling Premium,DG Yuengling Inc,1/24/12oz Can,Clifton,Passaic,Jim Heaney,45.00,100.00,55.00,122.22%
Yuengling Premium,DG Yuengling Inc,1/24/12oz Can,Boonton,Morris,Klejdi Lamo,65.00,100.00,35.00,53.85%
Yuengling Lager,DG Yuengling Inc,2/12/12oz Can,Branchville,Sussex,Brian Sengebush,111.00,100.00, (11.00),(9.91%)
White Claw,Mark Anthony,4/6/12oz Can,Highland Lakes,Sussex,Jayson Romine,61.00,100.00,39.00,63.93%
White Claw,Mark Anthony,12/19.2oz Can,Fair Lawn,Bergen,Phil Ernst,139.20,100.00, (39.20),(28.16%)
Voodoo Family,New Belgium Brewing Company,2/12/12oz Can,Butler,Morris,Anthony Palmisano,96.00,100.00,4.00,4.17%
Victoria,Constellation Brands,2/12/12oz Can,Bergenfield,Bergen,Dave Ehlers,82.00,100.00,18.00,21.95%
Sun Cruiser,Boston Beer Company,6/4/12oz Can,Wayne,Passaic,Michael Harboy,96.00,100.00,4.00,4.17%
Sun Cruiser,Boston Beer Company,3/8/12oz Can,Oradell,Bergen,Shane Barreca,55.00,100.00,45.00,81.82%
Sun Cruiser,Boston Beer Company,2/12/12oz Can,Haledon,Passaic,Mike Ast,2.00,100.00,98.00,"4,900.00%"
Sun Cruiser,Boston Beer Company,2/12/12oz Can,Edgewater,Bergen,Dan Lagala,24.00,100.00,76.00,316.67%
Steel Reserve,MolsonCoors Beverage Company,1/12/24oz Can,Ramsey,Bergen,Shane Barreca,102.00,100.00, (2.00),(1.96%)
Sierra Nevada,Sierra Nevada Brewing Company,4/6/12oz NR,Hillsdale,Bergen,Shane Barreca,76.00,100.00,24.00,31.58%
Sierra Nevada,Sierra Nevada Brewing Company,4/6/12oz NR,Glen Rock,Bergen,Phil Ernst,104.00,100.00, (4.00),(3.85%)
Schaefer,Pabst Brewing Company,30/12oz Can,Glen Rock,Bergen,Phil Ernst,80.00,100.00,20.00,25.00%
Schaefer,Pabst Brewing Company,30/12oz Can,Fair Lawn,Bergen,Phil Ernst,75.00,100.00,25.00,33.33%
Sapporo,Sapporo,2/12/12oz Can,Wharton,Morris,Klejdi Lamo,86.00,100.00,14.00,16.28%
Samuel Adams,Boston Beer Company,2/12/12oz Can,Emerson,Bergen,Shane Barreca,53.00,100.00,47.00,88.68%
Palma,Artisanal Imports,4/6/12oz Can,Union City,Hudson,Dylan Rubino,288.00,100.00, (188.00),(65.28%)
Pacifico,Constellation Brands,2/12/12oz NR,Clifton,Passaic,Derrick Laws,141.00,100.00, (41.00),(29.08%)
Pacifico,Constellation Brands,2/12/12oz Can,Butler,Morris,Anthony Palmisano,64.00,100.00,36.00,56.25%
Pabst Light,Pabst Brewing Company,30/12oz Can,Long Hill Twp,Morris,John O'Donoghue,81.25,100.00,18.75,23.08%
Pabst Blue Ribbon,Pabst Brewing Company,2/12/12oz Can,West New York,Hudson,Dylan Rubino,77.00,100.00,23.00,29.87%
Monkey Family,Victory Brewing Company,2/12/12oz Can,Totowa,Passaic,Dave Ehlers,82.00,100.00,18.00,21.95%
Modelo Especial,Constellation Brands,4/6/12oz NR,Glen Rock,Bergen,Mike Ast,73.00,100.00,27.00,36.99%
Modelo Especial,Constellation Brands,2/12/12oz Can,Woodcliff Lake,Bergen,Shane Barreca,150.00,100.00, (50.00),(33.33%)
Modelo Especial,Constellation Brands,2/12/12oz Can,West Paterson,Passaic,Pablo Lopez,125.00,100.00, (25.00),(20.00%)
Modelo Especial,Constellation Brands,1/12/24oz Can,Leonia,Bergen,Dan Lagala,69.00,100.00,31.00,44.93%
Modelo Chelada,Constellation Brands,1/12/24oz Can,Fair Lawn,Bergen,Chris Payton,69.00,100.00,31.00,44.93%
Miller High Life,MolsonCoors Beverage Company,4/6/12oz NR,Sparta,Sussex,Jayson Romine,75.00,100.00,25.00,33.33%
Miller High Life,MolsonCoors Beverage Company,30/12oz Can,Netcong,Morris,Klejdi Lamo,130.00,100.00, (30.00),(23.08%)
Miller High Life,MolsonCoors Beverage Company,2/12/12oz NR,Haledon,Passaic,Mike Ast,111.00,100.00, (11.00),(9.91%)
Lone Star,Pabst Brewing Company,4/6/12oz NR,Hoboken,Hudson,Jaime Colonna,168.00,100.00, (68.00),(40.48%)
Lite,MolsonCoors Beverage Company,30/12oz Can,Garfield,Bergen,Matt Powierski,103.75,100.00, (3.75),(3.61%)
Lite,MolsonCoors Beverage Company,18/16oz Btl,Pompton Plains,Morris,Anthony Palmisano,93.00,100.00,7.00,7.53%
Lite,MolsonCoors Beverage Company,18/16oz Btl,Palisades Park,Bergen,Phil Ernst,90.00,100.00,10.00,11.11%
Lite,MolsonCoors Beverage Company,18/16oz Btl,Lake Hiawatha,Morris,Klejdi Lamo,61.00,100.00,39.00,63.93%
Lite,MolsonCoors Beverage Company,1/24/12oz Can,Byram,Sussex,Jayson Romine,147.00,100.00, (47.00),(31.97%)
Lite,MolsonCoors Beverage Company,1/12/24oz Can,Little Ferry,Bergen,Matt Powierski,105.00,100.00, (5.00),(4.76%)
Keystone,MolsonCoors Beverage Company,30/12oz Can,Byram,Sussex,Jayson Romine,100.00,100.00,0.00,0.00%
Heineken USA,Heineken USA,2/12/12oz NR,South Hackensac,Bergen,Phil Ernst,100.00,100.00,0.00,0.00%
Heineken USA,Heineken USA,2/12/12oz Can,Clifton,Passaic,Derrick Laws,100.00,100.00,0.00,0.00%
Heineken USA,Heineken USA,1/24/12oz Can,Edgewater,Bergen,Dan Lagala,0.00,100.00,100.00,100.00%
Heineken USA,Heineken USA,1/12/24oz Can,Northvale,Bergen,Shane Barreca,80.00,100.00,20.00,25.00%
Heineken Light,Heineken USA,2/12/12oz NR,Haledon,Passaic,Mike Ast,205.00,100.00, (105.00),(51.22%)
Heineken Light,Heineken USA,2/12/12oz NR,Glen Rock,Bergen,Phil Ernst,117.00,100.00, (17.00),(14.53%)
Hamm's,MolsonCoors Beverage Company,30/12oz Can,Pompton Lakes,Passaic,Anthony Palmisano,60.00,100.00,40.00,66.67%
Genesee,FIFCO,30/12oz Can,Livingston,Essex,Hakan Sadik,0.00,100.00,100.00,100.00%
Genesee,FIFCO,30/12oz Can,Clifton,Passaic,Jim Heaney,110.00,100.00, (10.00),(9.09%)
Flying Dog Brewing Co,FX Matt,4/6/12oz NR,Franklin Lakes,Bergen,Mike Ast,85.00,100.00,15.00,17.65%
Famosa,Famosa,2/12/12oz Can,Harrison,Hudson,Hakan Sadik,0.00,100.00,100.00,100.00%
Corona Sunbrew,Constellation Brands,2/12/12oz NR,Clifton,Passaic,John Neukum,199.00,100.00, (99.00),(49.75%)
Corona Light,Constellation Brands,2/12/12oz Can,Dumont,Bergen,Shane Barreca,90.00,100.00,10.00,11.11%
Corona Extra,Constellation Brands,4/6/12oz NR,Palisades Park,Bergen,Phil Ernst,97.00,100.00,3.00,3.09%
Corona Extra,Constellation Brands,4/6/12oz NR,Hopatcong,Sussex,Klejdi Lamo,107.00,100.00, (7.00),(6.54%)
Corona Extra,Constellation Brands,4/6/12oz NR,Fort Lee,Bergen,Phil Ernst,114.00,100.00, (14.00),(12.28%)
Corona Extra,Constellation Brands,4/6/12oz NR,Denville,Morris,Klejdi Lamo,79.00,100.00,21.00,26.58%
Corona Extra,Constellation Brands,4/6/12oz NR,Allendale,Bergen,Nick Melissari,86.00,100.00,14.00,16.28%
Corona Extra,Constellation Brands,2/12/12oz Can,Ridgefield Park,Bergen,Chris Payton,136.00,100.00, (36.00),(26.47%)
Corona Extra,Constellation Brands,1/24/12oz Can,Palisades Park,Bergen,Chris Payton,190.00,100.00, (90.00),(47.37%)
Corona Extra,Constellation Brands,1/24/12oz Can,Dumont,Bergen,Shane Barreca,45.00,100.00,55.00,122.22%
Coors Light,MolsonCoors Beverage Company,24/12oz NR,Franklin,Sussex,Anthony Palmisano,113.00,100.00, (13.00),(11.50%)
Coors Light,MolsonCoors Beverage Company,24/12oz NR,Allendale,Bergen,Nick Melissari,110.00,100.00, (10.00),(9.09%)
Coors,MolsonCoors Beverage Company,30/12oz Can,Wallington,Bergen,Matt Powierski,83.75,100.00,16.25,19.40%
Coors,MolsonCoors Beverage Company,2/12/12oz NR,Sussex,Sussex,Jayson Romine,101.00,100.00, (1.00),(0.99%)
Coors,MolsonCoors Beverage Company,2/12/12oz NR,Emerson,Bergen,Shane Barreca,59.00,100.00,41.00,69.49%
Coors,MolsonCoors Beverage Company,1/12/24oz Can,Pompton Lakes,Passaic,Anthony Palmisano,48.00,100.00,52.00,108.33%
Cayman Jack,Mark Anthony,2/12/12oz Can,Stanhope,Sussex,Klejdi Lamo,93.00,100.00,7.00,7.53%
Cayman Jack,Mark Anthony,2/12/12oz Can,Bergenfield,Bergen,Dave Ehlers,107.00,100.00, (7.00),(6.54%)
Cape May,Cape May,2/12/12oz Can,Clifton,Passaic,Jim Heaney,87.00,100.00,13.00,14.94%
Arnold Palmer,MolsonCoors Beverage Company,2/12/12oz Can,Westwood,Bergen,Shane Barreca,115.00,100.00, (15.00),(13.04%)
Arnold Palmer,MolsonCoors Beverage Company,2/12/12oz Can,Ringwood,Passaic,Anthony Palmisano,75.00,100.00,25.00,33.33%
Angry Orchard,Boston Beer Company,2/12/12oz Can,Hewitt,Passaic,Anthony Palmisano,138.00,100.00, (38.00),(27.54%)
Amstel,Heineken USA,2/12/12oz NR,Northvale,Bergen,Shane Barreca,100.00,100.00,0.00,0.00%
Amstel,Heineken USA,2/12/12oz NR,Hawthorne,Passaic,Mike Ast,101.00,100.00, (1.00),(0.99%)
Pabst Blue Ribbon,Pabst Brewing Company,4/6/16oz Can,New Milford,Bergen,Dave Ehlers,96.00,100.00,4.00,4.17%
Miller High Life,MolsonCoors Beverage Company,12/32oz Can,Newton,Sussex,Jayson Romine,86.67,100.00,13.33,15.38%
Lite,MolsonCoors Beverage Company,24/16oz Btl,Fair Lawn,Bergen,Paul Mclaughlin,93.33,100.00,6.67,7.14%
Doc's,Warwick Valley,6/4/16oz Can,Vernon,Sussex,Jayson Romine,88.00,100.00,12.00,13.64%
Coors Light,MolsonCoors Beverage Company,4/6/16oz Can,Hackettstown,Morris,Klejdi Lamo,26.67,100.00,73.33,275.00%
Coors Light,MolsonCoors Beverage Company,24/16oz Btl,Sparta,Sussex,Jayson Romine,65.33,100.00,34.67,53.06%
Peroni,MolsonCoors Beverage Company,4/6/11.2oz NR,Wayne,Passaic,Michael Harboy,93.40,99.94,6.54,7.00%
Peroni,MolsonCoors Beverage Company,2/12/11.2oz NR,Clifton,Passaic,Phil Ernst,87.80,99.94,12.14,13.83%
Peroni,MolsonCoors Beverage Company,2/12/11.2oz Can,Wayne,Passaic,Mike Ast,44.83,99.94,55.11,122.92%
Peroni,MolsonCoors Beverage Company,2/12/11.2oz Can,Ramsey,Bergen,Shane Barreca,67.25,99.94,32.69,48.61%
Sapporo,Sapporo,12/22oz Can,Passaic,Passaic,Matt Powierski,87.08,99.92,12.83,14.74%
Heineken USA,Heineken USA,12/22oz NR,Clifton,Passaic,Javier Melo,90.75,99.92,9.17,10.10%
Modelo Especial,Constellation Brands,1/4 BBL Keg (7.75 Gal),Hamburg,Sussex,Anthony Palmisano,103.33,99.89, (3.44),(3.33%)
Heineken USA,Heineken USA,50 Liter Keg (13.2 Gal),Clifton,Passaic,Allison Scott,123.28,99.80, (23.48),(19.05%)
Modelo Especial,Constellation Brands,18/12oz Can,Maywood,Bergen,Chris Payton,129.75,99.75, (30.00),(23.12%)
Coors Light,MolsonCoors Beverage Company,18/12oz Can,Pompton Plains,Morris,Anthony Palmisano,108.75,99.75, (9.00),(8.28%)
Lite,MolsonCoors Beverage Company,15/16oz Btl,Vernon,Sussex,Jayson Romine,131.67,99.17, (32.50),(24.68%)
Modelo Especial,Constellation Brands,24/7oz NR,Little Ferry,Bergen,Matt Powierski,106.75,99.17, (7.58),(7.10%)
Heineken 0.0,Heineken USA,4/6/11.2oz NR,Ramsey,Bergen,Shane Barreca,135.43,99.01, (36.43),(26.90%)
Heineken 0.0,Heineken USA,4/6/11.2oz NR,East Rutherford,Bergen,Nick Melissari,102.74,99.01, (3.74),(3.64%)
Yuengling Lager,DG Yuengling Inc,4/6/12oz NR,Stanhope,Sussex,Klejdi Lamo,93.00,99.00,6.00,6.45%
Yuengling Lager,DG Yuengling Inc,24/12oz NR,Hamburg,Sussex,Anthony Palmisano,55.00,99.00,44.00,80.00%
Yuengling Lager,DG Yuengling Inc,2/12/12oz NR,Haledon,Passaic,Mike Ast,84.00,99.00,15.00,17.86%
Yuengling Lager,DG Yuengling Inc,1/24/12oz Can,Branchville,Sussex,Jayson Romine,96.00,99.00,3.00,3.13%
